date,family,total_sales,total_promotions,oil_price,is_holiday
2014-04-30,BOOKS,0.0,0,100.07,
2014-05-01,BOOKS,0.0,0,99.69,1.0
2014-05-02,BOOKS,0.0,0,100.09,
2014-05-03,BOOKS,0.0,0,100.09,
2014-05-04,BOOKS,0.0,0,100.09,
2014-05-05,BOOKS,0.0,0,99.74,
2014-05-06,BOOKS,0.0,0,99.81,
2014-05-07,BOOKS,0.0,0,101.06,
2014-05-08,BOOKS,0.0,0,100.52,
2014-05-09,BOOKS,0.0,0,100.32,
2014-05-10,BOOKS,0.0,0,100.32,1.0
2014-05-11,BOOKS,0.0,0,100.32,1.0
2014-05-12,BOOKS,0.0,0,100.89,1.0
2014-05-13,BOOKS,0.0,0,102.01,
2014-05-14,BOOKS,0.0,0,102.63,
2014-05-15,BOOKS,0.0,0,101.74,
2014-05-16,BOOKS,0.0,0,102.31,
2014-05-17,BOOKS,0.0,0,102.31,
2014-05-18,BOOKS,0.0,0,102.31,
2014-05-19,BOOKS,0.0,0,102.95,
2014-05-20,BOOKS,0.0,0,102.8,
2014-05-21,BOOKS,0.0,0,104.31,
2014-05-22,BOOKS,0.0,0,104.03,
2014-05-23,BOOKS,0.0,0,105.01,
2014-05-24,BOOKS,0.0,0,105.01,1.0
2014-05-25,BOOKS,0.0,0,105.01,
2014-05-26,BOOKS,0.0,0,105.01,
2014-05-27,BOOKS,0.0,0,104.78,
2014-05-28,BOOKS,0.0,0,103.37,
2014-05-29,BOOKS,0.0,0,104.26,
2014-05-30,BOOKS,0.0,0,103.4,
2014-05-31,BOOKS,0.0,0,103.4,
2014-06-01,BOOKS,0.0,0,103.4,
2014-06-02,BOOKS,0.0,0,103.07,
2014-06-03,BOOKS,0.0,0,103.34,
2014-06-04,BOOKS,0.0,0,103.27,
2014-06-05,BOOKS,0.0,0,103.17,
2014-06-06,BOOKS,0.0,0,103.32,
2014-06-07,BOOKS,0.0,0,103.32,
2014-06-08,BOOKS,0.0,0,103.32,
2014-06-09,BOOKS,0.0,0,105.09,
2014-06-10,BOOKS,0.0,0,105.02,
2014-06-11,BOOKS,0.0,0,105.04,
2014-06-12,BOOKS,0.0,0,107.2,1.0
2014-06-13,BOOKS,0.0,0,107.49,
2014-06-14,BOOKS,0.0,0,107.49,
2014-06-15,BOOKS,0.0,0,107.49,1.0
2014-06-16,BOOKS,0.0,0,107.52,
2014-06-17,BOOKS,0.0,0,106.95,
2014-06-18,BOOKS,0.0,0,106.64,
2014-06-19,BOOKS,0.0,0,107.08,
2014-06-20,BOOKS,0.0,0,107.95,1.0
2014-06-21,BOOKS,0.0,0,107.95,
2014-06-22,BOOKS,0.0,0,107.95,
2014-06-23,BOOKS,0.0,0,106.83,1.0
2014-06-24,BOOKS,0.0,0,106.64,
2014-06-25,BOOKS,0.0,0,107.04,1.0
2014-06-26,BOOKS,0.0,0,106.49,
2014-06-27,BOOKS,0.0,0,106.46,
2014-06-28,BOOKS,0.0,0,106.46,1.0
2014-06-29,BOOKS,0.0,0,106.46,1.0
2014-06-30,BOOKS,0.0,0,106.07,1.0
2014-07-01,BOOKS,0.0,0,106.06,1.0
2014-07-02,BOOKS,0.0,0,105.18,
2014-07-03,BOOKS,0.0,0,104.76,1.0
2014-07-04,BOOKS,0.0,0,104.76,1.0
2014-07-05,BOOKS,0.0,0,104.76,1.0
2014-07-06,BOOKS,0.0,0,104.76,
2014-07-07,BOOKS,0.0,0,104.19,
2014-07-08,BOOKS,0.0,0,104.06,1.0
2014-07-09,BOOKS,0.0,0,102.93,1.0
2014-07-10,BOOKS,0.0,0,103.61,
2014-07-11,BOOKS,0.0,0,101.48,
2014-07-12,BOOKS,0.0,0,101.48,1.0
2014-07-13,BOOKS,0.0,0,101.48,1.0
2014-07-14,BOOKS,0.0,0,101.73,
2014-07-15,BOOKS,0.0,0,100.56,
2014-07-16,BOOKS,0.0,0,101.88,
2014-07-17,BOOKS,0.0,0,103.84,
2014-07-18,BOOKS,0.0,0,103.83,
2014-07-19,BOOKS,0.0,0,103.83,
2014-07-20,BOOKS,0.0,0,103.83,
2014-07-21,BOOKS,0.0,0,105.34,
2014-07-22,BOOKS,0.0,0,104.59,
2014-07-23,BOOKS,0.0,0,103.81,1.0
2014-07-24,BOOKS,0.0,0,102.76,1.0
2014-07-25,BOOKS,0.0,0,105.23,1.0
2014-07-26,BOOKS,0.0,0,105.23,
2014-07-27,BOOKS,0.0,0,105.23,
2014-07-28,BOOKS,0.0,0,105.68,
2014-07-29,BOOKS,0.0,0,104.91,
2014-07-30,BOOKS,0.0,0,104.29,
2014-07-31,BOOKS,0.0,0,98.23,
2014-08-01,BOOKS,0.0,0,97.86,
2014-08-02,BOOKS,0.0,0,97.86,
2014-08-03,BOOKS,0.0,0,97.86,
2014-08-04,BOOKS,0.0,0,98.26,
2014-08-05,BOOKS,0.0,0,97.34,1.0
2014-08-06,BOOKS,0.0,0,96.93,
2014-08-07,BOOKS,0.0,0,97.34,
2014-08-08,BOOKS,0.0,0,97.61,
2014-08-09,BOOKS,0.0,0,97.61,
2014-08-10,BOOKS,0.0,0,97.61,1.0
2014-08-11,BOOKS,0.0,0,98.09,
2014-08-12,BOOKS,0.0,0,97.36,
2014-08-13,BOOKS,0.0,0,97.57,
2014-08-14,BOOKS,0.0,0,95.54,
2014-08-15,BOOKS,0.0,0,97.3,1.0
2014-08-16,BOOKS,0.0,0,97.3,
2014-08-17,BOOKS,0.0,0,97.3,
2014-08-18,BOOKS,0.0,0,96.44,
2014-08-19,BOOKS,0.0,0,94.35,
2014-08-20,BOOKS,0.0,0,96.4,
2014-08-21,BOOKS,0.0,0,93.97,
2014-08-22,BOOKS,0.0,0,93.61,
2014-08-23,BOOKS,0.0,0,93.61,
2014-08-24,BOOKS,0.0,0,93.61,1.0
2014-08-25,BOOKS,0.0,0,95.39,
2014-08-26,BOOKS,0.0,0,95.78,
2014-08-27,BOOKS,0.0,0,95.82,
2014-08-28,BOOKS,0.0,0,96.44,
2014-08-29,BOOKS,0.0,0,97.86,
2014-08-30,BOOKS,0.0,0,97.86,
2014-08-31,BOOKS,0.0,0,97.86,
2014-09-01,BOOKS,0.0,0,97.86,
2014-09-02,BOOKS,0.0,0,92.92,
2014-09-03,BOOKS,0.0,0,95.5,
2014-09-04,BOOKS,0.0,0,94.51,
2014-09-05,BOOKS,0.0,0,93.32,
2014-09-06,BOOKS,0.0,0,93.32,
2014-09-07,BOOKS,0.0,0,93.32,
2014-09-08,BOOKS,0.0,0,92.64,
2014-09-09,BOOKS,0.0,0,92.73,
2014-09-10,BOOKS,0.0,0,91.71,
2014-09-11,BOOKS,0.0,0,92.89,
2014-09-12,BOOKS,0.0,0,92.18,
2014-09-13,BOOKS,0.0,0,92.18,
2014-09-14,BOOKS,0.0,0,92.18,
2014-09-15,BOOKS,0.0,0,92.86,
2014-09-16,BOOKS,0.0,0,94.91,
2014-09-17,BOOKS,0.0,0,94.33,
2014-09-18,BOOKS,0.0,0,93.07,
2014-09-19,BOOKS,0.0,0,92.43,
2014-09-20,BOOKS,0.0,0,92.43,
2014-09-21,BOOKS,0.0,0,92.43,
2014-09-22,BOOKS,0.0,0,91.46,
2014-09-23,BOOKS,0.0,0,91.55,
2014-09-24,BOOKS,0.0,0,93.6,
2014-09-25,BOOKS,0.0,0,93.59,
2014-09-26,BOOKS,0.0,0,95.55,
2014-09-27,BOOKS,0.0,0,95.55,
2014-09-28,BOOKS,0.0,0,95.55,1.0
2014-09-29,BOOKS,0.0,0,94.53,
2014-09-30,BOOKS,0.0,0,91.17,
2014-10-01,BOOKS,0.0,0,90.74,
2014-10-02,BOOKS,0.0,0,91.02,
2014-10-03,BOOKS,0.0,0,89.76,
2014-10-04,BOOKS,0.0,0,89.76,
2014-10-05,BOOKS,0.0,0,89.76,
2014-10-06,BOOKS,0.0,0,90.33,
2014-10-07,BOOKS,0.0,0,88.89,1.0
2014-10-08,BOOKS,0.0,0,87.29,
2014-10-09,BOOKS,0.0,0,85.76,1.0
2014-10-10,BOOKS,0.0,0,85.87,1.0
2014-10-11,BOOKS,0.0,0,85.87,
2014-10-12,BOOKS,0.0,0,85.87,
2014-10-13,BOOKS,0.0,0,85.73,
2014-10-14,BOOKS,0.0,0,81.72,
2014-10-15,BOOKS,0.0,0,81.82,
2014-10-16,BOOKS,0.0,0,82.33,
2014-10-17,BOOKS,0.0,0,82.8,
2014-10-18,BOOKS,0.0,0,82.8,
2014-10-19,BOOKS,0.0,0,82.8,
2014-10-20,BOOKS,0.0,0,82.76,
2014-10-21,BOOKS,0.0,0,83.25,
2014-10-22,BOOKS,0.0,0,80.52,
2014-10-23,BOOKS,0.0,0,82.81,
2014-10-24,BOOKS,0.0,0,81.27,
2014-10-25,BOOKS,0.0,0,81.27,
2014-10-26,BOOKS,0.0,0,81.27,
2014-10-27,BOOKS,0.0,0,81.26,
2014-10-28,BOOKS,0.0,0,81.36,
2014-10-29,BOOKS,0.0,0,82.25,
2014-10-30,BOOKS,0.0,0,81.06,
2014-10-31,BOOKS,0.0,0,80.53,
2014-11-01,BOOKS,0.0,0,80.53,
2014-11-02,BOOKS,0.0,0,80.53,1.0
2014-11-03,BOOKS,0.0,0,78.77,1.0
2014-11-04,BOOKS,0.0,0,77.15,
2014-11-05,BOOKS,0.0,0,78.71,
2014-11-06,BOOKS,0.0,0,77.87,1.0
2014-11-07,BOOKS,0.0,0,78.71,1.0
2014-11-08,BOOKS,0.0,0,78.71,
2014-11-09,BOOKS,0.0,0,78.71,
2014-11-10,BOOKS,0.0,0,77.43,1.0
2014-11-11,BOOKS,0.0,0,77.85,1.0
2014-11-12,BOOKS,0.0,0,77.16,1.0
2014-11-13,BOOKS,0.0,0,74.13,
2014-11-14,BOOKS,0.0,0,75.91,
2014-11-15,BOOKS,0.0,0,75.91,
2014-11-16,BOOKS,0.0,0,75.91,
2014-11-17,BOOKS,0.0,0,75.64,
2014-11-18,BOOKS,0.0,0,74.55,
2014-11-19,BOOKS,0.0,0,74.55,
2014-11-20,BOOKS,0.0,0,75.63,
2014-11-21,BOOKS,0.0,0,76.52,
2014-11-22,BOOKS,0.0,0,76.52,
2014-11-23,BOOKS,0.0,0,76.52,
2014-11-24,BOOKS,0.0,0,75.74,
2014-11-25,BOOKS,0.0,0,74.04,
2014-11-26,BOOKS,0.0,0,73.7,
2014-11-27,BOOKS,0.0,0,73.7,
2014-11-28,BOOKS,0.0,0,65.94,1.0
2014-11-29,BOOKS,0.0,0,65.94,
2014-11-30,BOOKS,0.0,0,65.94,
2014-12-01,BOOKS,0.0,0,68.98,1.0
2014-12-02,BOOKS,0.0,0,66.99,
2014-12-03,BOOKS,0.0,0,67.3,
2014-12-04,BOOKS,0.0,0,66.73,
2014-12-05,BOOKS,0.0,0,65.89,1.0
2014-12-06,BOOKS,0.0,0,65.89,1.0
2014-12-07,BOOKS,0.0,0,65.89,
2014-12-08,BOOKS,0.0,0,63.13,1.0
2014-12-09,BOOKS,0.0,0,63.74,
2014-12-10,BOOKS,0.0,0,60.99,
2014-12-11,BOOKS,0.0,0,60.01,
2014-12-12,BOOKS,0.0,0,57.81,
2014-12-13,BOOKS,0.0,0,57.81,
2014-12-14,BOOKS,0.0,0,57.81,
2014-12-15,BOOKS,0.0,0,55.96,
2014-12-16,BOOKS,0.0,0,55.97,
2014-12-17,BOOKS,0.0,0,56.43,
2014-12-18,BOOKS,0.0,0,54.18,
2014-12-19,BOOKS,0.0,0,56.91,
2014-12-20,BOOKS,0.0,0,56.91,1.0
2014-12-21,BOOKS,0.0,0,56.91,1.0
2014-12-22,BOOKS,0.0,0,55.25,1.0
2014-12-23,BOOKS,0.0,0,56.78,1.0
2014-12-24,BOOKS,0.0,0,55.7,1.0
2014-12-26,BOOKS,0.0,0,54.59,1.0
2014-12-27,BOOKS,0.0,0,54.59,
2014-12-28,BOOKS,0.0,0,54.59,
2014-12-29,BOOKS,0.0,0,53.46,
2014-12-30,BOOKS,0.0,0,54.14,
2014-12-31,BOOKS,0.0,0,53.45,1.0
2015-01-01,BOOKS,0.0,0,53.45,1.0
2015-01-02,BOOKS,0.0,0,52.72,1.0
2015-01-03,BOOKS,0.0,0,52.72,
2015-01-04,BOOKS,0.0,0,52.72,
2015-01-05,BOOKS,0.0,0,50.05,
2015-01-06,BOOKS,0.0,0,47.98,
2015-01-07,BOOKS,0.0,0,48.69,
2015-01-08,BOOKS,0.0,0,48.8,
2015-01-09,BOOKS,0.0,0,48.35,
2015-01-10,BOOKS,0.0,0,48.35,1.0
2015-01-11,BOOKS,0.0,0,48.35,
2015-01-12,BOOKS,0.0,0,46.06,
2015-01-13,BOOKS,0.0,0,45.92,
2015-01-14,BOOKS,0.0,0,48.49,
2015-01-15,BOOKS,0.0,0,46.37,
2015-01-16,BOOKS,0.0,0,48.49,
2015-01-17,BOOKS,0.0,0,48.49,
2015-01-18,BOOKS,0.0,0,48.49,
2015-01-19,BOOKS,0.0,0,48.49,
2015-01-20,BOOKS,0.0,0,46.79,
2015-01-21,BOOKS,0.0,0,47.85,
2015-01-22,BOOKS,0.0,0,45.93,
2015-01-23,BOOKS,0.0,0,45.26,
2015-01-24,BOOKS,0.0,0,45.26,
2015-01-25,BOOKS,0.0,0,45.26,
2015-01-26,BOOKS,0.0,0,44.8,
2015-01-27,BOOKS,0.0,0,45.84,
2015-01-28,BOOKS,0.0,0,44.08,
2015-01-29,BOOKS,0.0,0,44.12,
2015-01-30,BOOKS,0.0,0,47.79,
2015-01-31,BOOKS,0.0,0,47.79,
2015-02-01,BOOKS,0.0,0,47.79,
2015-02-02,BOOKS,0.0,0,49.25,
2015-02-03,BOOKS,0.0,0,53.04,
2015-02-04,BOOKS,0.0,0,48.45,
2015-02-05,BOOKS,0.0,0,50.48,
2015-02-06,BOOKS,0.0,0,51.66,
2015-02-07,BOOKS,0.0,0,51.66,
2015-02-08,BOOKS,0.0,0,51.66,
2015-02-09,BOOKS,0.0,0,52.99,
2015-02-10,BOOKS,0.0,0,50.06,
2015-02-11,BOOKS,0.0,0,48.8,
2015-02-12,BOOKS,0.0,0,51.17,
2015-02-13,BOOKS,0.0,0,52.66,
2015-02-14,BOOKS,0.0,0,52.66,
2015-02-15,BOOKS,0.0,0,52.66,
2015-02-16,BOOKS,0.0,0,52.66,1.0
2015-02-17,BOOKS,0.0,0,53.56,1.0
2015-02-18,BOOKS,0.0,0,52.13,
2015-02-19,BOOKS,0.0,0,51.12,
2015-02-20,BOOKS,0.0,0,49.95,
2015-02-21,BOOKS,0.0,0,49.95,
2015-02-22,BOOKS,0.0,0,49.95,
2015-02-23,BOOKS,0.0,0,49.56,
2015-02-24,BOOKS,0.0,0,48.48,
2015-02-25,BOOKS,0.0,0,50.25,
2015-02-26,BOOKS,0.0,0,47.65,
2015-02-27,BOOKS,0.0,0,49.84,
2015-02-28,BOOKS,0.0,0,49.84,
2015-03-01,BOOKS,0.0,0,49.84,
2015-03-02,BOOKS,0.0,0,49.59,1.0
2015-03-03,BOOKS,0.0,0,50.43,
2015-03-04,BOOKS,0.0,0,51.53,
2015-03-05,BOOKS,0.0,0,50.76,
2015-03-06,BOOKS,0.0,0,49.61,
2015-03-07,BOOKS,0.0,0,49.61,
2015-03-08,BOOKS,0.0,0,49.61,
2015-03-09,BOOKS,0.0,0,49.95,
2015-03-10,BOOKS,0.0,0,48.42,
2015-03-11,BOOKS,0.0,0,48.06,
2015-03-12,BOOKS,0.0,0,47.12,
2015-03-13,BOOKS,0.0,0,44.88,
2015-03-14,BOOKS,0.0,0,44.88,
2015-03-15,BOOKS,0.0,0,44.88,
2015-03-16,BOOKS,0.0,0,43.93,
2015-03-17,BOOKS,0.0,0,43.39,
2015-03-18,BOOKS,0.0,0,44.63,
2015-03-19,BOOKS,0.0,0,44.02,
2015-03-20,BOOKS,0.0,0,46.0,
2015-03-21,BOOKS,0.0,0,46.0,
2015-03-22,BOOKS,0.0,0,46.0,
2015-03-23,BOOKS,0.0,0,47.4,
2015-03-24,BOOKS,0.0,0,47.03,
2015-03-25,BOOKS,0.0,0,48.75,
2015-03-26,BOOKS,0.0,0,51.41,
2015-03-27,BOOKS,0.0,0,48.83,
2015-03-28,BOOKS,0.0,0,48.83,
2015-03-29,BOOKS,0.0,0,48.83,
2015-03-30,BOOKS,0.0,0,48.66,
2015-03-31,BOOKS,0.0,0,47.72,
2015-04-01,BOOKS,0.0,0,50.12,1.0
2015-04-02,BOOKS,0.0,0,49.13,
2015-04-03,BOOKS,0.0,0,49.13,1.0
2015-04-04,BOOKS,0.0,0,49.13,
2015-04-05,BOOKS,0.0,0,49.13,
2015-04-06,BOOKS,0.0,0,52.08,
2015-04-07,BOOKS,0.0,0,53.95,
2015-04-08,BOOKS,0.0,0,50.44,
2015-04-09,BOOKS,0.0,0,50.79,
2015-04-10,BOOKS,0.0,0,51.63,
2015-04-11,BOOKS,0.0,0,51.63,
2015-04-12,BOOKS,0.0,0,51.63,1.0
2015-04-13,BOOKS,0.0,0,51.95,
2015-04-14,BOOKS,0.0,0,53.3,1.0
2015-04-15,BOOKS,0.0,0,56.25,
2015-04-16,BOOKS,0.0,0,56.69,
2015-04-17,BOOKS,0.0,0,55.71,
2015-04-18,BOOKS,0.0,0,55.71,
2015-04-19,BOOKS,0.0,0,55.71,
2015-04-20,BOOKS,0.0,0,56.37,
2015-04-21,BOOKS,0.0,0,55.58,1.0
2015-04-22,BOOKS,0.0,0,56.17,
2015-04-23,BOOKS,0.0,0,56.59,
2015-04-24,BOOKS,0.0,0,55.98,
2015-04-25,BOOKS,0.0,0,55.98,
2015-04-26,BOOKS,0.0,0,55.98,
2015-04-27,BOOKS,0.0,0,55.56,
2015-04-28,BOOKS,0.0,0,57.05,
2015-04-29,BOOKS,0.0,0,58.55,
2015-04-30,BOOKS,0.0,0,59.62,
2015-05-01,BOOKS,0.0,0,59.1,1.0
2015-05-02,BOOKS,0.0,0,59.1,
2015-05-03,BOOKS,0.0,0,59.1,
2015-05-04,BOOKS,0.0,0,58.92,
2015-05-05,BOOKS,0.0,0,60.38,
2015-05-06,BOOKS,0.0,0,60.93,
2015-05-07,BOOKS,0.0,0,58.99,
2015-05-08,BOOKS,0.0,0,59.41,
2015-05-09,BOOKS,0.0,0,59.41,1.0
2015-05-10,BOOKS,0.0,0,59.41,1.0
2015-05-11,BOOKS,0.0,0,59.23,
2015-05-12,BOOKS,0.0,0,60.72,1.0
2015-05-13,BOOKS,0.0,0,60.5,
2015-05-14,BOOKS,0.0,0,59.89,
2015-05-15,BOOKS,0.0,0,59.73,
2015-05-16,BOOKS,0.0,0,59.73,
2015-05-17,BOOKS,0.0,0,59.73,
2015-05-18,BOOKS,0.0,0,59.44,
2015-05-19,BOOKS,0.0,0,57.3,
2015-05-20,BOOKS,0.0,0,58.96,
2015-05-21,BOOKS,0.0,0,60.18,
2015-05-22,BOOKS,0.0,0,58.88,
2015-05-23,BOOKS,0.0,0,58.88,
2015-05-24,BOOKS,0.0,0,58.88,1.0
2015-05-25,BOOKS,0.0,0,58.88,
2015-05-26,BOOKS,0.0,0,57.29,
2015-05-27,BOOKS,0.0,0,57.51,
2015-05-28,BOOKS,0.0,0,57.69,
2015-05-29,BOOKS,0.0,0,60.25,
2015-05-30,BOOKS,0.0,0,60.25,
2015-05-31,BOOKS,0.0,0,60.25,
2015-06-01,BOOKS,0.0,0,60.24,
2015-06-02,BOOKS,0.0,0,61.3,
2015-06-03,BOOKS,0.0,0,59.67,
2015-06-04,BOOKS,0.0,0,58.0,
2015-06-05,BOOKS,0.0,0,59.11,
2015-06-06,BOOKS,0.0,0,59.11,
2015-06-07,BOOKS,0.0,0,59.11,
2015-06-08,BOOKS,0.0,0,58.15,
2015-06-09,BOOKS,0.0,0,60.15,
2015-06-10,BOOKS,0.0,0,61.36,
2015-06-11,BOOKS,0.0,0,60.74,
2015-06-12,BOOKS,0.0,0,59.96,
2015-06-13,BOOKS,0.0,0,59.96,
2015-06-14,BOOKS,0.0,0,59.96,
2015-06-15,BOOKS,0.0,0,59.53,
2015-06-16,BOOKS,0.0,0,60.01,
2015-06-17,BOOKS,0.0,0,59.89,
2015-06-18,BOOKS,0.0,0,60.41,
2015-06-19,BOOKS,0.0,0,59.62,
2015-06-20,BOOKS,0.0,0,59.62,
2015-06-21,BOOKS,0.0,0,59.62,
2015-06-22,BOOKS,0.0,0,60.01,
2015-06-23,BOOKS,0.0,0,61.05,1.0
2015-06-24,BOOKS,0.0,0,60.01,
2015-06-25,BOOKS,0.0,0,59.59,1.0
2015-06-26,BOOKS,0.0,0,59.41,
2015-06-27,BOOKS,0.0,0,59.41,
2015-06-28,BOOKS,0.0,0,59.41,
2015-06-29,BOOKS,0.0,0,58.34,
2015-06-30,BOOKS,0.0,0,59.48,
2015-07-01,BOOKS,0.0,0,56.94,
2015-07-02,BOOKS,0.0,0,56.93,
2015-07-03,BOOKS,0.0,0,56.93,1.0
2015-07-04,BOOKS,0.0,0,56.93,
2015-07-05,BOOKS,0.0,0,56.93,
2015-07-06,BOOKS,0.0,0,52.48,
2015-07-07,BOOKS,0.0,0,52.33,
2015-07-08,BOOKS,0.0,0,51.61,
2015-07-09,BOOKS,0.0,0,52.76,
2015-07-10,BOOKS,0.0,0,52.74,
2015-07-11,BOOKS,0.0,0,52.74,
2015-07-12,BOOKS,0.0,0,52.74,
2015-07-13,BOOKS,0.0,0,52.19,
2015-07-14,BOOKS,0.0,0,53.05,
2015-07-15,BOOKS,0.0,0,51.4,
2015-07-16,BOOKS,0.0,0,50.9,
2015-07-17,BOOKS,0.0,0,50.88,
2015-07-18,BOOKS,0.0,0,50.88,
2015-07-19,BOOKS,0.0,0,50.88,
2015-07-20,BOOKS,0.0,0,50.11,
2015-07-21,BOOKS,0.0,0,50.59,
2015-07-22,BOOKS,0.0,0,49.27,
2015-07-23,BOOKS,0.0,0,48.11,1.0
2015-07-24,BOOKS,0.0,0,47.98,1.0
2015-07-25,BOOKS,0.0,0,47.98,1.0
2015-07-26,BOOKS,0.0,0,47.98,
2015-07-27,BOOKS,0.0,0,47.17,
2015-07-28,BOOKS,0.0,0,47.97,
2015-07-29,BOOKS,0.0,0,48.77,
2015-07-30,BOOKS,0.0,0,48.53,
2015-07-31,BOOKS,0.0,0,47.11,
2015-08-01,BOOKS,0.0,0,47.11,
2015-08-02,BOOKS,0.0,0,47.11,
2015-08-03,BOOKS,0.0,0,45.25,
2015-08-04,BOOKS,0.0,0,45.75,
2015-08-05,BOOKS,0.0,0,45.13,1.0
2015-08-06,BOOKS,0.0,0,44.69,
2015-08-07,BOOKS,0.0,0,43.87,
2015-08-08,BOOKS,0.0,0,43.87,
2015-08-09,BOOKS,0.0,0,43.87,
2015-08-10,BOOKS,0.0,0,44.94,1.0
2015-08-11,BOOKS,0.0,0,43.11,
2015-08-12,BOOKS,0.0,0,43.22,
2015-08-13,BOOKS,0.0,0,42.27,
2015-08-14,BOOKS,0.0,0,42.45,
2015-08-15,BOOKS,0.0,0,42.45,1.0
2015-08-16,BOOKS,0.0,0,42.45,
2015-08-17,BOOKS,0.0,0,41.93,
2015-08-18,BOOKS,0.0,0,42.58,
2015-08-19,BOOKS,0.0,0,40.75,
2015-08-20,BOOKS,0.0,0,41.0,
2015-08-21,BOOKS,0.0,0,40.45,
2015-08-22,BOOKS,0.0,0,40.45,
2015-08-23,BOOKS,0.0,0,40.45,
2015-08-24,BOOKS,0.0,0,38.22,1.0
2015-08-25,BOOKS,0.0,0,39.15,
2015-08-26,BOOKS,0.0,0,38.5,
2015-08-27,BOOKS,0.0,0,42.47,
2015-08-28,BOOKS,0.0,0,45.29,
2015-08-29,BOOKS,0.0,0,45.29,
2015-08-30,BOOKS,0.0,0,45.29,
2015-08-31,BOOKS,0.0,0,49.2,
2015-09-01,BOOKS,0.0,0,45.38,
2015-09-02,BOOKS,0.0,0,46.3,
2015-09-03,BOOKS,0.0,0,46.75,
2015-09-04,BOOKS,0.0,0,46.02,
2015-09-05,BOOKS,0.0,0,46.02,
2015-09-06,BOOKS,0.0,0,46.02,
2015-09-07,BOOKS,0.0,0,46.02,
2015-09-08,BOOKS,0.0,0,45.92,
2015-09-09,BOOKS,0.0,0,44.13,
2015-09-10,BOOKS,0.0,0,45.85,
2015-09-11,BOOKS,0.0,0,44.75,
2015-09-12,BOOKS,0.0,0,44.75,
2015-09-13,BOOKS,0.0,0,44.75,
2015-09-14,BOOKS,0.0,0,44.07,
2015-09-15,BOOKS,0.0,0,44.58,
2015-09-16,BOOKS,0.0,0,47.12,
2015-09-17,BOOKS,0.0,0,46.93,
2015-09-18,BOOKS,0.0,0,44.71,
2015-09-19,BOOKS,0.0,0,44.71,
2015-09-20,BOOKS,0.0,0,44.71,
2015-09-21,BOOKS,0.0,0,46.67,
2015-09-22,BOOKS,0.0,0,46.17,
2015-09-23,BOOKS,0.0,0,44.53,
2015-09-24,BOOKS,0.0,0,44.94,
2015-09-25,BOOKS,0.0,0,45.55,
2015-09-26,BOOKS,0.0,0,45.55,
2015-09-27,BOOKS,0.0,0,45.55,
2015-09-28,BOOKS,0.0,0,44.4,1.0
2015-09-29,BOOKS,0.0,0,45.24,
2015-09-30,BOOKS,0.0,0,45.06,
2015-10-01,BOOKS,0.0,0,44.75,
2015-10-02,BOOKS,0.0,0,45.54,
2015-10-03,BOOKS,0.0,0,45.54,
2015-10-04,BOOKS,0.0,0,45.54,
2015-10-05,BOOKS,0.0,0,46.28,
2015-10-06,BOOKS,0.0,0,48.53,
2015-10-07,BOOKS,0.0,0,47.86,1.0
2015-10-08,BOOKS,0.0,0,49.46,
2015-10-09,BOOKS,0.0,0,49.67,1.0
2015-10-10,BOOKS,0.0,0,49.67,
2015-10-11,BOOKS,0.0,0,49.67,
2015-10-12,BOOKS,0.0,0,47.09,
2015-10-13,BOOKS,0.0,0,46.7,
2015-10-14,BOOKS,0.0,0,46.63,
2015-10-15,BOOKS,0.0,0,46.38,
2015-10-16,BOOKS,0.0,0,47.3,
2015-10-17,BOOKS,0.0,0,47.3,
2015-10-18,BOOKS,0.0,0,47.3,
2015-10-19,BOOKS,0.0,0,45.91,
2015-10-20,BOOKS,0.0,0,45.84,
2015-10-21,BOOKS,0.0,0,45.22,
2015-10-22,BOOKS,0.0,0,44.9,
2015-10-23,BOOKS,0.0,0,43.91,
2015-10-24,BOOKS,0.0,0,43.91,
2015-10-25,BOOKS,0.0,0,43.91,
2015-10-26,BOOKS,0.0,0,43.19,
2015-10-27,BOOKS,0.0,0,43.21,
2015-10-28,BOOKS,0.0,0,45.93,
2015-10-29,BOOKS,0.0,0,46.02,
2015-10-30,BOOKS,0.0,0,46.6,
2015-10-31,BOOKS,0.0,0,46.6,
2015-11-01,BOOKS,0.0,0,46.6,
2015-11-02,BOOKS,0.0,0,46.12,1.0
2015-11-03,BOOKS,0.0,0,47.88,1.0
2015-11-04,BOOKS,0.0,0,46.32,
2015-11-05,BOOKS,0.0,0,45.27,
2015-11-06,BOOKS,0.0,0,44.32,1.0
2015-11-07,BOOKS,0.0,0,44.32,1.0
2015-11-08,BOOKS,0.0,0,44.32,
2015-11-09,BOOKS,0.0,0,43.87,
2015-11-10,BOOKS,0.0,0,44.23,1.0
2015-11-11,BOOKS,0.0,0,42.95,1.0
2015-11-12,BOOKS,0.0,0,41.74,1.0
2015-11-13,BOOKS,0.0,0,40.69,
2015-11-14,BOOKS,0.0,0,40.69,
2015-11-15,BOOKS,0.0,0,40.69,
2015-11-16,BOOKS,0.0,0,41.68,
2015-11-17,BOOKS,0.0,0,40.73,
2015-11-18,BOOKS,0.0,0,40.75,
2015-11-19,BOOKS,0.0,0,40.55,
2015-11-20,BOOKS,0.0,0,39.39,
2015-11-21,BOOKS,0.0,0,39.39,
2015-11-22,BOOKS,0.0,0,39.39,
